"Â Date","Â Venue","Â Team","Score","Margin","Win Odds","Win Paid","Line Odds","by","ratio","Line Paid","Round"
"16 Aug 14","Etihad","Bombers","77","+3","1.57","1.57","-9.5",":","1.91","0.00","2014 Round 21"
"16 Aug 14","Etihad","Eagles","74","-3","2.45","0.00","+9.5",":","1.91","1.91","2014 Round 21"
"16 Aug 14","Adelaide","Crows","69","-10","1.45","0.00","-15.5",":","1.91","0.00","2014 Round 21"
"16 Aug 14","Adelaide","Tigers","79","+10","2.75","2.75","+15.5",":","1.91","1.91","2014 Round 21"
"16 Aug 14","MCG","Magpies","56","-67","1.14","0.00","-37.5",":","1.91","0.00","2014 Round 21"
"16 Aug 14","MCG","Lions","123","+67","5.75","5.75","+37.5",":","1.91","1.91","2014 Round 21"
"17 Aug 14","Etihad","Kangaroos","111","+50","1.37","1.37","-20.5",":","1.91","1.91","2014 Round 21"
"17 Aug 14","Etihad","Bulldogs","61","-50","3.10","0.00","+20.5",":","1.91","0.00","2014 Round 21"
"17 Aug 14","Domain","Dockers","110","+19","1.63","1.63","-7.5",":","1.91","1.91","2014 Round 21"
"17 Aug 14","Domain","Hawks","91","-19","2.30","0.00","+7.5",":","1.91","0.00","2014 Round 21"
"17 Aug 14","MCG","Demons","34","-64","1.50","0.00","-12.5",":","1.91","0.00","2014 Round 21"
"17 Aug 14","MCG","Giants","98","+64","2.60","2.60","+12.5",":","1.91","1.91","2014 Round 21"
"22 Aug 14","Adelaide","Power","140","+103","1.32","1.32","-21.5",":","1.91","1.91","2014 Round 22"
"22 Aug 14","Adelaide","Blues","37","-103","3.35","0.00","+21.5",":","1.91","0.00","2014 Round 22"
"23 Aug 14","Blundstone","Kangaroos","101","+7","1.72","1.72","-5.5",":","1.91","1.91","2014 Round 22"
"23 Aug 14","Blundstone","Crows","94","-7","2.12","0.00","+5.5",":","1.91","0.00","2014 Round 22"
"23 Aug 14","Etihad","Bombers","108","+19","1.16","1.16","-32.5",":","1.91","0.00","2014 Round 22"
"23 Aug 14","Etihad","Suns","89","-19","5.25","0.00","+32.5",":","1.91","1.91","2014 Round 22"
"23 Aug 14","Spotless","Giants","67","-8","2.55","0.00","+11.5",":","1.91","1.91","2014 Round 22"
"23 Aug 14","Spotless","Magpies","75","+8","1.52","1.52","-11.5",":","1.91","0.00","2014 Round 22"
"23 Aug 14","Domain","Eagles","119","+66","1.03","1.03","-60.5",":","1.91","1.91","2014 Round 22"
"23 Aug 14","Domain","Demons","53","-66","12.00","0.00","+60.5",":","1.91","0.00","2014 Round 22"
"23 Aug 14","MCG","Hawks","94","+23","1.55","1.55","-10.5",":","1.91","1.91","2014 Round 22"
"23 Aug 14","MCG","Cats","71","-23","2.45","0.00","+10.5",":","1.91","0.00","2014 Round 22"
"24 Aug 14","Gabba","Lions","48","-58","4.00","0.00","+26.5",":","1.91","0.00","2014 Round 22"
"24 Aug 14","Gabba","Dockers","106","+58","1.25","1.25","-26.5",":","1.91","1.91","2014 Round 22"
"24 Aug 14","Etihad","Bulldogs","67","-63","5.50","0.00","+34.5",":","1.91","0.00","2014 Round 22"
"24 Aug 14","Etihad","Swans","130","+63","1.15","1.15","-34.5",":","1.91","1.91","2014 Round 22"
"24 Aug 14","MCG","Tigers","98","+26","1.10","1.10","-43.5",":","1.91","0.00","2014 Round 22"
"24 Aug 14","MCG","Saints","72","-26","7.00","0.00","+43.5",":","1.91","1.91","2014 Round 22"
"29 Aug 14","MCG","Magpies","56","-65","9.50","0.00","+49.5",":","1.91","0.00","2014 Round 23"
"29 Aug 14","MCG","Hawks","121","+65","1.07","1.07","-49.5",":","1.91","1.91","2014 Round 23"
"30 Aug 14","Domain","Dockers","105","+8","1.45","1.45","-14.5",":","1.91","0.00","2014 Round 23"
"30 Aug 14","Domain","Power","97","-8","2.75","0.00","+14.5",":","1.91","1.91","2014 Round 23"
"30 Aug 14","MCG","Blues","90","+0","2.75","1.38","+15.5",":","1.91","1.91","2014 Round 23"
"30 Aug 14","MCG","Bombers","90","+0","1.45","0.72","-15.5",":","1.91","0.00","2014 Round 23"
"30 Aug 14","ANZ","Swans","65","-3","1.33","0.00","-22.5",":","1.91","0.00","2014 Round 23"
"30 Aug 14","ANZ","Tigers","68","+3","3.35","3.35","+22.5",":","1.91","1.91","2014 Round 23"
"30 Aug 14","Etihad","Kangaroos","123","+30","1.08","1.08","-44.5",":","1.91","0.00","2014 Round 23"
"30 Aug 14","Etihad","Demons","93","-30","8.00","0.00","+44.5",":","1.91","1.91","2014 Round 23"
"30 Aug 14","Simonds","Cats","143","+62","1.11","1.11","-38.5",":","1.91","1.91","2014 Round 23"
"30 Aug 14","Simonds","Lions","81","-62","6.50","0.00","+38.5",":","1.91","0.00","2014 Round 23"
"31 Aug 14","Metricon","Suns","99","-52","2.90","0.00","+17.5",":","1.91","0.00","2014 Round 23"
"31 Aug 14","Metricon","Eagles","151","+52","1.42","1.42","-17.5",":","1.91","1.91","2014 Round 23"
"31 Aug 14","Adelaide","Crows","141","+79","1.02","1.02","-58.5",":","1.91","1.91","2014 Round 23"
"31 Aug 14","Adelaide","Saints","62","-79","13.00","0.00","+58.5",":","1.91","0.00","2014 Round 23"
"31 Aug 14","Etihad","Bulldogs","109","-6","1.28","0.00","-24.5",":","1.91","0.00","2014 Round 23"
"31 Aug 14","Etihad","Giants","115","+6","3.60","3.60","+24.5",":","1.91","1.91","2014 Round 23"
"31 Aug 14","Etihad","2014 Finals Week 1",NA,NA,NA,NA,NA,NA,NA,NA,"2014 Round 23"
"5 Sep 14","MCG","Hawks","104","+36","1.52","1.52","-13.5",":","1.91","1.91","2014 Round 23"
"5 Sep 14","MCG","Cats","68","-36","2.60","0.00","+13.5",":","1.91","0.00","2014 Round 23"
"6 Sep 14","ANZ","Swans","93","+24","1.55","1.55","-10.5",":","1.91","1.91","2014 Round 23"
"6 Sep 14","ANZ","Dockers","69","-24","2.45","0.00","+10.5",":","1.91","0.00","2014 Round 23"
"6 Sep 14","MCG","Kangaroos","93","+12","1.75","1.75","-5.5",":","1.92","1.92","2014 Round 23"
"6 Sep 14","MCG","Bombers","81","-12","2.12","0.00","+5.5",":","1.92","0.00","2014 Round 23"
"7 Sep 14","Adelaide","Power","132","+57","1.44","1.44","-15.5",":","1.92","1.92","2014 Round 23"
"7 Sep 14","Adelaide","Tigers","75","-57","2.90","0.00","+15.5",":","1.92","0.00","2014 Round 23"
"7 Sep 14","Adelaide","2014 Finals Week 2",NA,NA,NA,NA,NA,NA,NA,NA,"2014 Round 23"
"12 Sep 14","MCG","Cats","92","-6","1.75","0.00","-5",":","1.92","0.00","2014 Round 23"
"12 Sep 14","MCG","Kangaroos","98","+6","2.15","2.15","+5",":","1.92","1.92","2014 Round 23"
"13 Sep 14","Domain","Dockers","83","-22","1.63","0.00","-7.5",":","1.91","0.00","2014 Round 23"
"13 Sep 14","Domain","Power","105","+22","2.30","2.30","+7.5",":","1.91","1.91","2014 Round 23"
"13 Sep 14","Domain","2014 Finals Week 3",NA,NA,NA,NA,NA,NA,NA,NA,"2014 Round 23"
"19 Sep 14","ANZ","Swans","136","+71","1.20","1.20","-30.5",":","1.91","1.91","2014 Round 23"
"19 Sep 14","ANZ","Kangaroos","65","-71","4.80","0.00","+30.5",":","1.91","0.00","2014 Round 23"
"20 Sep 14","MCG","Hawks","97","+3","1.30","1.30","-21.5",":","1.91","0.00","2014 Round 23"
"20 Sep 14","MCG","Power","94","-3","3.70","0.00","+21.5",":","1.91","1.91","2014 Round 23"
"20 Sep 14","MCG","2014 Grand Final",NA,NA,NA,NA,NA,NA,NA,NA,"2014 Round 23"
"27 Sep 14","MCG","Swans","74","-63","1.65","0.00","-7.5",":","1.92","0.00","2014 Round 23"
"27 Sep 14","MCG","Hawks","137","+63","2.30","2.30","+7.5",":","1.92","1.92","2014 Round 23"
