"Â Date","Â Venue","Â Team","Score","Margin","Win Odds","Win Paid","Line Odds","by","ratio","Line Paid","Round"
"9 May 15","Metricon","Suns","78","-41","6.25","0.00","+38.5",":","1.91","0.00","2015 Round 6"
"9 May 15","Metricon","Crows","119","+41","1.12","1.12","-38.5",":","1.91","1.91","2015 Round 6"
"9 May 15","Domain","Dockers","80","+28","1.20","1.20","-27.5",":","1.91","1.91","2015 Round 6"
"9 May 15","Domain","Bombers","52","-28","4.50","0.00","+27.5",":","1.91","0.00","2015 Round 6"
"9 May 15","MCG","Demons","50","-38","5.00","0.00","+30.5",":","1.91","0.00","2015 Round 6"
"9 May 15","MCG","Swans","88","+38","1.17","1.17","-30.5",":","1.91","1.91","2015 Round 6"
"10 May 15","Etihad","Blues","75","-9","1.25","0.00","-26.5",":","1.91","0.00","2015 Round 6"
"10 May 15","Etihad","Lions","84","+9","4.00","4.00","+26.5",":","1.91","1.91","2015 Round 6"
"10 May 15","Adelaide","Power","68","-10","1.20","0.00","-30.5",":","1.91","0.00","2015 Round 6"
"10 May 15","Adelaide","Eagles","78","+10","4.50","4.50","+30.5",":","1.91","1.91","2015 Round 6"
"15 May 15","Etihad","Bombers","82","-11","2.75","0.00","+14.5",":","1.91","1.91","2015 Round 7"
"15 May 15","Etihad","Kangaroos","93","+11","1.45","1.45","-14.5",":","1.91","0.00","2015 Round 7"
"16 May 15","Adelaide","Crows","119","+46","1.24","1.24","-29.5",":","1.91","1.91","2015 Round 7"
"16 May 15","Adelaide","Saints","73","-46","4.00","0.00","+29.5",":","1.91","0.00","2015 Round 7"
"16 May 15","MCG","Hawks","155","+105","1.10","1.10","-42.5",":","1.91","1.91","2015 Round 7"
"16 May 15","MCG","Demons","50","-105","6.75","0.00","+42.5",":","1.91","0.00","2015 Round 7"
"16 May 15","Etihad","Blues","57","-78","2.60","0.00","+12.5",":","1.91","0.00","2015 Round 7"
"16 May 15","Etihad","Giants","135","+78","1.50","1.50","-12.5",":","1.91","1.91","2015 Round 7"
"16 May 15","Domain","Eagles","135","+92","1.10","1.10","-39.5",":","1.85","1.85","2015 Round 7"
"16 May 15","Domain","Suns","43","-92","7.00","0.00","+39.5",":","1.95","0.00","2015 Round 7"
"16 May 15","ANZ","Swans","120","+43","1.27","1.27","-25.5",":","1.91","1.91","2015 Round 7"
"16 May 15","ANZ","Cats","77","-43","3.70","0.00","+25.5",":","1.91","0.00","2015 Round 7"
"17 May 15","Etihad","Bulldogs","88","-13","3.65","0.00","+23.5",":","1.91","1.91","2015 Round 7"
"17 May 15","Etihad","Dockers","101","+13","1.28","1.28","-23.5",":","1.91","0.00","2015 Round 7"
"17 May 15","MCG","Tigers","105","+5","2.10","2.10","+5.5",":","1.91","1.91","2015 Round 7"
"17 May 15","MCG","Magpies","100","-5","1.72","0.00","-5.5",":","1.91","0.00","2015 Round 7"
"17 May 15","Gabba","Lions","102","+37","4.50","4.50","+32.5",":","1.91","1.91","2015 Round 7"
"17 May 15","Gabba","Power","65","-37","1.20","0.00","-32.5",":","1.91","0.00","2015 Round 7"
"22 May 15","Etihad","Cats","140","+77","1.22","1.22","-28.5",":","1.85","1.85","2015 Round 8"
"22 May 15","Etihad","Blues","63","-77","4.50","0.00","+28.5",":","1.95","0.00","2015 Round 8"
"23 May 15","Etihad","Saints","78","-53","5.15","0.00","+34.5",":","1.95","0.00","2015 Round 8"
"23 May 15","Etihad","Eagles","131","+53","1.18","1.18","-34.5",":","1.85","1.85","2015 Round 8"
"23 May 15","Spotless","Giants","108","+24","1.55","1.55","-11.5",":","1.91","1.91","2015 Round 8"
"23 May 15","Spotless","Crows","84","-24","2.50","0.00","+11.5",":","1.91","0.00","2015 Round 8"
"23 May 15","Metricon","Suns","63","-69","3.80","0.00","+24.5",":","1.91","0.00","2015 Round 8"
"23 May 15","Metricon","Magpies","132","+69","1.28","1.28","-24.5",":","1.91","1.91","2015 Round 8"
"23 May 15","Domain","Dockers","115","+73","1.20","1.20","-30.5",":","1.85","1.85","2015 Round 8"
"23 May 15","Domain","Kangaroos","42","-73","4.75","0.00","+30.5",":","1.95","0.00","2015 Round 8"
"23 May 15","MCG","Hawks","69","-4","1.50","0.00","-13.5",":","1.91","0.00","2015 Round 8"
"23 May 15","MCG","Swans","73","+4","2.65","2.65","+13.5",":","1.91","1.91","2015 Round 8"
"24 May 15","Etihad","Bombers","136","+58","1.23","1.23","-29.5",":","1.85","1.85","2015 Round 8"
"24 May 15","Etihad","Lions","78","-58","4.40","0.00","+29.5",":","1.95","0.00","2015 Round 8"
"24 May 15","MCG","Demons","103","+39","3.10","3.10","+17.5",":","1.91","1.91","2015 Round 8"
"24 May 15","MCG","Bulldogs","64","-39","1.39","0.00","-17.5",":","1.91","0.00","2015 Round 8"
"24 May 15","Adelaide","Power","43","-33","1.33","0.00","-22.5",":","1.91","0.00","2015 Round 8"
"24 May 15","Adelaide","Tigers","76","+33","3.40","3.40","+22.5",":","1.91","1.91","2015 Round 8"
"29 May 15","SCG","Swans","122","+60","1.02","1.02","-72.5",":","1.91","0.00","2015 Round 9"
"29 May 15","SCG","Blues","62","-60","17.00","0.00","+72.5",":","1.91","1.91","2015 Round 9"
"30 May 15","TIO","Demons","54","-61","2.75","0.00","+15.5",":","1.85","0.00","2015 Round 9"
"30 May 15","TIO","Power","115","+61","1.47","1.47","-15.5",":","1.95","1.95","2015 Round 9"
"30 May 15","Aurora","Hawks","93","+53","1.01","1.01","-68.5",":","1.91","0.00","2015 Round 9"
"30 May 15","Aurora","Suns","40","-53","19.00","0.00","+68.5",":","1.91","1.91","2015 Round 9"
"30 May 15","Etihad","Bulldogs","113","+45","2.55","2.55","+12.5",":","1.91","1.91","2015 Round 9"
"30 May 15","Etihad","Giants","68","-45","1.53","0.00","-12.5",":","1.91","0.00","2015 Round 9"
"30 May 15","Adelaide","Crows","57","-11","3.85","0.00","+23.5",":","1.91","1.91","2015 Round 9"
"30 May 15","Adelaide","Dockers","68","+11","1.28","1.28","-23.5",":","1.91","0.00","2015 Round 9"
"30 May 15","MCG","Tigers","72","+13","1.80","1.80","-4.5",":","1.95","1.95","2015 Round 9"
"30 May 15","MCG","Bombers","59","-13","2.05","0.00","+4.5",":","1.85","0.00","2015 Round 9"
"31 May 15","Gabba","Lions","86","-22","1.62","0.00","-8.5",":","1.91","0.00","2015 Round 9"
"31 May 15","Gabba","Saints","108","+22","2.35","2.35","+8.5",":","1.91","1.91","2015 Round 9"
"31 May 15","Domain","Eagles","120","+56","1.43","1.43","-15.5",":","1.90","1.90","2015 Round 9"
"31 May 15","Domain","Cats","64","-56","2.90","0.00","+15.5",":","1.90","0.00","2015 Round 9"
"31 May 15","MCG","Magpies","112","+17","2.00","2.00","+2.5",":","1.91","1.91","2015 Round 9"
"31 May 15","MCG","Kangaroos","95","-17","1.84","0.00","-2.5",":","1.91","0.00","2015 Round 9"
"5 Jun 15","Domain","Dockers","70","-27","1.25","0.00","-26.5",":","1.91","0.00","2015 Round 10"
"5 Jun 15","Domain","Tigers","97","+27","4.25","4.25","+26.5",":","1.91","1.91","2015 Round 10"
"6 Jun 15","MCG","Blues","90","-9","3.50","0.00","+23.5",":","1.95","1.95","2015 Round 10"
"6 Jun 15","MCG","Crows","99","+9","1.32","1.32","-23.5",":","1.85","0.00","2015 Round 10"
"6 Jun 15","Metricon","Suns","41","-52","15.00","0.00","+61.5",":","1.91","1.91","2015 Round 10"
"6 Jun 15","Metricon","Swans","93","+52","1.02","1.02","-61.5",":","1.91","0.00","2015 Round 10"
"6 Jun 15","Adelaide","Power","100","+38","1.26","1.26","-28.5",":","1.85","1.85","2015 Round 10"
"6 Jun 15","Adelaide","Bulldogs","62","-38","4.00","0.00","+28.5",":","1.95","0.00","2015 Round 10"
"6 Jun 15","Etihad","Bombers","53","-69","2.05","0.00","+2.5",":","1.91","0.00","2015 Round 10"
"6 Jun 15","Etihad","Cats","122","+69","1.80","1.80","-2.5",":","1.91","1.91","2015 Round 10"
"7 Jun 15","Spotless","Giants","97","+30","1.08","1.08","-45.5",":","1.85","0.00","2015 Round 10"
"7 Jun 15","Spotless","Lions","67","-30","8.50","0.00","+45.5",":","1.95","1.95","2015 Round 10"
"7 Jun 15","Blundstone","Kangaroos","85","+10","2.10","2.10","+4.5",":","1.91","1.91","2015 Round 10"
"7 Jun 15","Blundstone","Eagles","75","-10","1.77","0.00","-4.5",":","1.91","0.00","2015 Round 10"
"7 Jun 15","Etihad","Saints","69","-63","14.00","0.00","+57.5",":","1.91","0.00","2015 Round 10"
"7 Jun 15","Etihad","Hawks","132","+63","1.03","1.03","-57.5",":","1.91","1.91","2015 Round 10"
"8 Jun 15","MCG","Demons","85","-25","4.00","0.00","+26.5",":","1.85","1.85","2015 Round 10"
"8 Jun 15","MCG","Magpies","110","+25","1.26","1.26","-26.5",":","1.95","0.00","2015 Round 10"
"12 Jun 15","Adelaide","Power","69","-23","1.46","0.00","-14.5",":","1.90","0.00","2015 Round 11"
"12 Jun 15","Adelaide","Cats","92","+23","2.80","2.80","+14.5",":","1.90","1.90","2015 Round 11"
"13 Jun 15","Metricon","Suns","46","-7","10.00","0.00","+45.5",":","1.95","1.95","2015 Round 11"
"13 Jun 15","Metricon","Dockers","53","+7","1.06","1.06","-45.5",":","1.85","0.00","2015 Round 11"
"13 Jun 15","Domain","Eagles","96","+50","1.15","1.15","-39.5",":","1.91","1.91","2015 Round 11"
"13 Jun 15","Domain","Bombers","46","-50","5.75","0.00","+39.5",":","1.91","0.00","2015 Round 11"
"13 Jun 15","Etihad","Kangaroos","75","-16","2.65","0.00","+14.5",":","1.85","0.00","2015 Round 11"
"13 Jun 15","Etihad","Swans","91","+16","1.50","1.50","-14.5",":","1.95","1.95","2015 Round 11"
"14 Jun 15","MCG","Magpies","119","+42","1.67","1.67","-7.5",":","1.91","1.91","2015 Round 11"
"14 Jun 15","MCG","Giants","77","-42","2.25","0.00","+7.5",":","1.91","0.00","2015 Round 11"
"14 Jun 15","Etihad","Saints","85","+2","1.70","1.70","-5.5",":","1.90","0.00","2015 Round 11"
"14 Jun 15","Etihad","Demons","83","-2","2.20","0.00","+5.5",":","1.90","1.90","2015 Round 11"
"18 Jun 15","Adelaide","Crows","85","-29","3.15","0.00","+18.5",":","1.91","0.00","2015 Round 12"
"18 Jun 15","Adelaide","Hawks","114","+29","1.38","1.38","-18.5",":","1.91","1.91","2015 Round 12"
"19 Jun 15","MCG","Tigers","70","-20","1.80","0.00","-2.5",":","1.91","0.00","2015 Round 12"
"19 Jun 15","MCG","Eagles","90","+20","2.05","2.05","+2.5",":","1.91","1.91","2015 Round 12"
"20 Jun 15","MCG","Blues","110","+4","3.10","3.10","+16.5",":","1.91","1.91","2015 Round 12"
"20 Jun 15","MCG","Power","106","-4","1.39","0.00","-16.5",":","1.91","0.00","2015 Round 12"
"20 Jun 15","Spotless","Giants","61","-56","3.15","0.00","+17.5",":","1.91","0.00","2015 Round 12"
"20 Jun 15","Spotless","Kangaroos","117","+56","1.38","1.38","-17.5",":","1.91","1.91","2015 Round 12"
"20 Jun 15","Etihad","Bulldogs","146","+72","1.28","1.28","-25.5",":","1.91","1.91","2015 Round 12"
"20 Jun 15","Etihad","Lions","74","-72","3.80","0.00","+25.5",":","1.91","0.00","2015 Round 12"
"21 Jun 15","Simonds","Cats","89","-24","1.11","0.00","-42.5",":","1.91","0.00","2015 Round 12"
"21 Jun 15","Simonds","Demons","113","+24","7.00","7.00","+42.5",":","1.91","1.91","2015 Round 12"
"25 Jun 15","Domain","Dockers","80","+7","1.33","1.33","-22.5",":","1.91","0.00","2015 Round 13"
"25 Jun 15","Domain","Magpies","73","-7","3.50","0.00","+22.5",":","1.91","1.91","2015 Round 13"
"26 Jun 15","SCG","Swans","77","-18","1.35","0.00","-20.5",":","1.91","0.00","2015 Round 13"
"26 Jun 15","SCG","Tigers","95","+18","3.25","3.25","+20.5",":","1.91","1.91","2015 Round 13"
"27 Jun 15","MCG","Hawks","114","+38","1.08","1.08","-52.5",":","1.95","0.00","2015 Round 13"
"27 Jun 15","MCG","Bombers","76","-38","9.00","0.00","+52.5",":","1.85","1.85","2015 Round 13"
"27 Jun 15","Gabba","Lions","69","-13","3.50","0.00","+24.5",":","1.91","1.91","2015 Round 13"
"27 Jun 15","Gabba","Crows","82","+13","1.32","1.32","-24.5",":","1.91","0.00","2015 Round 13"
"27 Jun 15","Etihad","Saints","56","-6","2.60","0.00","+13.5",":","1.95","1.95","2015 Round 13"
"27 Jun 15","Etihad","Bulldogs","62","+6","1.52","1.52","-13.5",":","1.85","0.00","2015 Round 13"
"28 Jun 15","Etihad","Blues","103","+34","1.43","1.43","-17.5",":","1.85","1.85","2015 Round 13"
"28 Jun 15","Etihad","Suns","69","-34","2.90","0.00","+17.5",":","1.95","0.00","2015 Round 13"
"2 Jul 15","SCG","Swans","94","+10","1.47","1.47","-14.5",":","1.91","0.00","2015 Round 14"
"2 Jul 15","SCG","Power","84","-10","2.75","0.00","+14.5",":","1.91","1.91","2015 Round 14"
"3 Jul 15","MCG","Magpies","91","-10","3.45","0.00","+22.5",":","1.95","1.95","2015 Round 14"
"3 Jul 15","MCG","Hawks","101","+10","1.33","1.33","-22.5",":","1.85","0.00","2015 Round 14"
"4 Jul 15","MCG","Tigers","78","+9","1.18","1.18","-34.5",":","1.91","0.00","2015 Round 14"
"4 Jul 15","MCG","Giants","69","-9","5.00","0.00","+34.5",":","1.91","1.91","2015 Round 14"
"4 Jul 15","Metricon","Suns","125","+55","4.00","4.00","+25.5",":","1.95","1.95","2015 Round 14"
"4 Jul 15","Metricon","Kangaroos","70","-55","1.26","0.00","-25.5",":","1.85","0.00","2015 Round 14"
"4 Jul 15","TIO","Demons","60","-54","4.40","0.00","+29.5",":","1.95","0.00","2015 Round 14"
"4 Jul 15","TIO","Eagles","114","+54","1.22","1.22","-29.5",":","1.85","1.85","2015 Round 14"
"4 Jul 15","Etihad","Bulldogs","64","+11","1.42","1.42","-16.5",":","1.91","0.00","2015 Round 14"
"4 Jul 15","Etihad","Blues","53","-11","2.90","0.00","+16.5",":","1.91","1.91","2015 Round 14"
"5 Jul 15","Etihad","Bombers","52","-110","1.73","0.00","-5.5",":","1.91","0.00","2015 Round 14"
"5 Jul 15","Etihad","Saints","162","+110","2.15","2.15","+5.5",":","1.91","1.91","2015 Round 14"
"5 Jul 15","Domain","Dockers","84","+36","1.02","1.02","-56.5",":","1.91","0.00","2015 Round 14"
"5 Jul 15","Domain","Lions","48","-36","15.00","0.00","+56.5",":","1.91","1.91","2015 Round 14"
"9 Jul 15","Adelaide","Power","66","+3","1.84","1.84","-2.5",":","1.91","1.91","2015 Round 15"
"9 Jul 15","Adelaide","Magpies","63","-3","2.00","0.00","+2.5",":","1.91","0.00","2015 Round 15"
"10 Jul 15","MCG","Tigers","71","+30","1.33","1.33","-21.5",":","1.91","1.91","2015 Round 15"
"10 Jul 15","MCG","Blues","41","-30","3.40","0.00","+21.5",":","1.91","0.00","2015 Round 15"
"11 Jul 15","MCG","Bombers","69","+9","2.70","2.70","+12.5",":","1.91","1.91","2015 Round 15"
"11 Jul 15","MCG","Demons","60","-9","1.48","0.00","-12.5",":","1.91","0.00","2015 Round 15"
"11 Jul 15","Cazaly's","Bulldogs","95","+22","1.65","1.65","-5.5",":","1.85","1.85","2015 Round 15"
"11 Jul 15","Cazaly's","Suns","73","-22","2.30","0.00","+5.5",":","1.95","0.00","2015 Round 15"
"11 Jul 15","Domain","Eagles","147","+56","1.18","1.18","-34.5",":","1.85","1.85","2015 Round 15"
"11 Jul 15","Domain","Crows","91","-56","4.80","0.00","+34.5",":","1.95","0.00","2015 Round 15"
"11 Jul 15","Etihad","Kangaroos","120","+41","2.10","2.10","+3.5",":","1.91","1.91","2015 Round 15"
"11 Jul 15","Etihad","Cats","79","-41","1.77","0.00","-3.5",":","1.91","0.00","2015 Round 15"
"12 Jul 15","Spotless","Giants","84","+35","1.75","1.75","-5.5",":","1.95","1.95","2015 Round 15"
"12 Jul 15","Spotless","Saints","49","-35","2.12","0.00","+5.5",":","1.85","0.00","2015 Round 15"
"12 Jul 15","Aurora","Hawks","115","+72","1.39","1.39","-18.5",":","1.91","1.91","2015 Round 15"
"12 Jul 15","Aurora","Dockers","43","-72","3.10","0.00","+18.5",":","1.91","0.00","2015 Round 15"
"12 Jul 15","Gabba","Lions","49","-21","6.00","0.00","+38.5",":","1.91","1.91","2015 Round 15"
"12 Jul 15","Gabba","Swans","70","+21","1.14","1.14","-38.5",":","1.91","0.00","2015 Round 15"
"17 Jul 15","Etihad","Kangaroos","93","+25","1.22","1.22","-30.5",":","1.85","0.00","2015 Round 16"
"17 Jul 15","Etihad","Bombers","68","-25","4.60","0.00","+30.5",":","1.95","1.95","2015 Round 16"
"18 Jul 15","Simonds","Cats","72","+8","1.60","1.60","-8.5",":","1.91","0.00","2015 Round 16"
